item_id,meeting,agenda_no,matter_file,stage,places,largest_amount,title,relevant,reason
oakland-238428,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,S6.39,26-0826,action,,2000000,"Subject: Seminary Point - Debt And Rent Forgiveness From: Economic And Workforce Development Department Recommendation:Adopt The Following Pieces Of Legislation: 1) A Resolution Authorizing The Forgiveness Of (A) A City Loan To Athena MT, LLC, Of Up To Two Million Dollars ($2,000,000) In Outstanding Principal, Plus All Accrued And Unpaid Interest And Fees, And (B) A City Revolving Line Of Credit To Siavash Afshar With A Final Outstanding Balance Of One Million Five Hundred Thousand ($1,500,000), Plus Accrued And Unpaid Interest And Fees For The Foothill Seminary Point Retail Project, Each Contingent Upon The Sale Or Transfer Of The Project To A Qualified Purchaser; And Making Appropriate California Environmental Quality Act Findings; And",y,Duplicate of the Seminary Point debt forgiveness; site-specific.
oakland-238019,2026-07-14 * Public Works And Transportation Committee,7,26-0805,action,,20881650,"Subject: Broadway Streetscape Improvements Construction Contract Award From: Department Of Transportation Recommendation: Adopt A Resolution (1) Awarding A Construction Contract To McGuire And Hester For The Broadway Streetscape Improvements Project Number 1006953, The Lowest Responsive And Responsible Bidder In Accord With Project Plans, Specifications, State Requirements, And With Contractor’s Bid In The Amount Of Twenty Million Eight Hundred Eighty-One Thousand Six Hundred Fifty Dollars ($20,881,650.00) And (2) Adopting Appropriate California Environmental Quality Act Findings",y,Duplicate of the Broadway streetscape award; major visible construction.
oakland-238390,2026-07-16 *Rules & Legislation Committee,3.33,26-0825,action,,513000,"Subject: Contract With Bright Research Group For Training And Capacity Building Services From: Department Of Violence Prevention Recommendation: Adopt A Resolution Authorizing The City Administrator To Enter Into A Professional Services Agreement With Bright Research Group Inc For Training And Capacity-Building Services For The Department Of Violence Prevention From September 1, 2026, Through December 31, 2028, For A Total Contract Amount Not To Exceed Five Hundred Thirteen Thousand Dollars ($513,000)",n,Training and capacity-building contract for city staff; internal.
oakland-238438,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,S6.46,26-0863,action,,,Subject: OPD Surveillance Technology 2025 Annual Reports From: Oakland Police Department Recommendation: Adopt A Resolution: (1) Accepting The 2025 Annual Reports For The Following City Of Oakland Police Department Surveillance Technologies: (A) Automated License Plate Readers; (B) Crime Lab Biometrics DNA Analysis Technology; (C) Forward Looking Infrared (FLIR); (D) Live Stream Transmitter; (E) Unmanned Aerial System (UAS Or Drone) ; (F) Forensic Logic CopLink/Crimetracer System; (G) Pen Register; And (H) Cellebrite; And (2) Making A Determination Regarding Whether The City Should Continue To Use Each Of These Technologies,y,Duplicate surveillance technology report; sets policy affecting residents.
oakland-238248,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,6.17,26-0895,consent,,,Subject: Appointment To Head Start Advisory Board From: Office Of The Mayor Recommendation: Adopt A Resolution Confirming The Mayor’s Appointment Of Page Tomblin As A Member Of The Head Start Advisory Board,n,Advisory board appointment; personnel.
oakland-238441,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,S6.49,26-0825,action,,513000,"Subject: Contract With Bright Research Group For Training And Capacity Building Services From: Department Of Violence Prevention Recommendation: Adopt A Resolution Authorizing The City Administrator To Enter Into A Professional Services Agreement With Bright Research Group Inc For Training And Capacity-Building Services For The Department Of Violence Prevention From September 1, 2026, Through December 31, 2028, For A Total Contract Amount Not To Exceed Five Hundred Thirteen Thousand Dollars ($513,000)",n,Duplicate internal training contract.
oakland-238381,2026-07-16 *Rules & Legislation Committee,3.24,26-0788,informational,,,"Subject: FY 2025-26, Quarter 1 And Quarter 2 Update On Code Enforcement’s Activities From: Planning And Building Department Recommendation: Receive An Informational Report Regarding The Fiscal Year 2025-26 Quarter 1 And Quarter 2 Update On The Planning And Building Department's Code Enforcement Activities",y,Code enforcement activity report; blight and violations are the complaints neighbourhood groups field most.
oakland-238274,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,6.24,26-0908,consent,Alameda County Superior Court,45000,"Subject: Ray Mueller V. City Of Oakland From: Office Of The City Attorney Recommendation: Adopt A Resolution Authorizing And Directing The City Attorney To Compromise And Settle The Case Of Ray Mueller V. City Of Oakland And DOES 1 Through 10, Inclusive, Alameda County Superior Court Case No. 25CV125388, City Attorney File No. 37431, In The Amount Of Forty-Five Thousand Dollars And Zero Cents ($45,000.00) (Department Of Transportation - Dangerous Condition Of Public Property)",n,Litigation settlement; no policy or location consequence.
oakland-237768,2026-07-14 *Finance & Management Committee,1,26-0833,unknown,,,"Approval Of The Draft Minutes From The Committee Meeting Of June 23, 2026",n,Routine approval of prior meeting minutes.
oakland-238194,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,6.3,26-0891,consent,,,"Subject: Declaration Of Medical Cannabis Health Emergency From: Office Of The Council President Recommendation: Adopt A Resolution Renewing The City Council's Declaration Of A Local Public Health Emergency With Respect To Safe, Affordable Access To Medical Cannabis In The City Of Oakland",n,Routine renewal of a standing emergency declaration.
oakland-237935,2026-07-14 * Public Works And Transportation Committee,5,26-0819,action,,364685,"Subject: Municipal Facility Energy Assessments Professional Services Agreement Award From: Oakland Public Works Department Recommendation: Adopt A Resolution Authorizing The City Administrator To Award And Execute A Professional Services Agreement With KW Engineering For Energy Assessment And Consulting Services In An Amount Not To Exceed Three Hundred Sixty-Four Thousand Six Hundred Eighty-Five Dollars ($364,685) For The Municipal Facility Energy Assessments Project (No. 1008000), And Adopting Appropriate California Environmental Quality Act Findings",n,Duplicate internal energy assessment contract.
oakland-238413,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,S6.27,26-0828,informational,,,Subject: FY 2025-2028 Citywide Strategic Plan One-Year Update From: Office Of The City Administrator Recommendation: Receive An Informational Report From The City Administrator On The FY 2025-2028 Citywide Strategic Plan One-Year Update,n,Duplicate citywide strategic plan update.
oakland-238436,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,S6.44,26-0872,action,,1319745,"Subject: AC-OCAP 2026 CSBG Resolution From: Human Services Department Recommendation: Adopt A Resolution (1) Accepting And Appropriating Anti-Poverty Community Services Block Grant (CSBG) In The Amount Of One Million Three Hundred Nineteen Thousand Seven Hundred Forty-Five Dollars ($1,319,745) Awarded By The California Department Of Community Services (CSD) And Development For The January 1, 2026 Through December 31, 2026 Program Year (2026 CSBG Program Year) And Discretionary Funds As It Becomes Available; (2) Authorizing The City Administrator To Accept And Appropriate Any Additional Grant Funds From CSD For The Same Purpose Within The 2026 CSBG Program Year; (3) Authorizing The Use Of General Purpose Funds To Pay The Human Services Department Internal Service Fund Charges In The Estimated Amount Of Fifty Six Thousand Six Hundred Ninety Two Dollars ($56,692) And Central Services Overhead Charges For 2026 CSBG Programs In The Estimated Amount Of One Hundred Seventy Eight Thousand Nine Hundred Sixty Eight Dollars ($178,968)",y,$1.3M anti-poverty block grant funding community services residents actually receive.
oakland-238020,2026-07-14 * Public Works And Transportation Committee,8,26-0846,action,West Oakland,400000,"Subject: REAP 2.0 HIT Funds For The West Oakland UBM Pilot From: Department Of Transportation Recommendation: Adopt A Resolution Authorizing The City Administrator To Finalize And Execute A Purchase Agreement With The Metropolitan Transportation Commission, As Administrator Of The Clipper Regional Transit Fare-Payment Program, In An Amount Not To Exceed Four Hundred Thousand Dollars ($400,000), Using Previously Appropriated Regional Early Action Planning 2.0 Higher Impact Transformative Grant Funds, To Purchase And Distribute Approximately 1,000 Prepaid Clipper Cards For The West Oakland Universal Basic Mobility Pilot; And Making Findings To Waive The City’s Formal Advertising, Competitive Bidding, And Request For Proposals/Qualifications",y,Duplicate West Oakland transit pilot; named neighbourhood.
oakland-238432,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,S6.40,26-0882,action,Ogawa Plaza,300000,"Subject: Professional Services Agreement With Barretto, Co. For Signage And Wayfinding Services From: Office Of The City Administrator Recommendation: Adopt A Resolution (1) Authorizing The City Administrator To Enter Into A Professional Services Agreement With Barretto-Co. LLC, An Oakland Certified Small Local Business Enterprise, For Signage And Wayfinding Graphic Design Services At 250 Frank H Ogawa Plaza, For A One-Year Term With The Option To Extend For An Additional One Year, For A Total Contract Amount Not To Exceed $300,000; And (2) Waiving The Competitive Request For Proposal/Qualifications Requirements",y,$300K signage and wayfinding around Ogawa Plaza; changes the streetscape downtown.
oakland-238022,2026-07-14 * Public Works And Transportation Committee,6,26-0865,action,7101 Edgewater Drive,750000,"Subject: $750,000 Bay Area Air Quality Management District Grant From: Oakland Public Works Department Recommendation: Adopt A Resolution: (1) Accepting And Appropriating A Reimbursement Grant From The Bay Area Air Quality Management District Transportation Fund For Clean Air / Charge! Program In An Amount Not To Exceed Seven Hundred Fifty Thousand Dollars ($750,000) For Eligible Costs Associated With The Installation Of Fifteen (15) Two-Port Direct Current Fast Electric Vehicle Charging Stations, For A Total Of Thirty (30) Charging Ports, At The City’s Maintenance Service Center, 7101 Edgewater Drive, Oakland; (2) Authorizing The City Administrator To Execute The Grant Agreement And Related Documents; And (3) Adopting California Environmental Quality Act Exemption Findings",y,Duplicate EV charging grant at 7101 Edgewater Drive.
oakland-238408,2026-07-16 *Rules & Legislation Committee,3.6,26-0909,informational,,,"Subject: Performance Audit Of The Vacant Property Tax From: Office Of The City Auditor Recommendation: Receive An Informational Report From The City Auditor On The Performance Audit Of The Vacant Property Tax; On The September 22, 2026 Finance And Management Committee Agenda",y,Audit of the vacant property tax; vacant buildings are a persistent neighbourhood grievance.
oakland-237933,2026-07-14 * Public Works And Transportation Committee,3,26-0807,action,AC Transit Fruitvale Avenue; Fruitvale,,Subject: AC Transit Fruitvale Avenue Cooperation Agreement From: Department Of Transportation Recommendation: Adopt A Resolution Authorizing The City Administrator To Execute An Inter-Governmental Cooperation Agreement With The Alameda-Contra Costa Transit District (AC Transit) For The Fruitvale Avenue Transit Signal Priority Project And Adopting Appropriate California Environmental Quality Act Findings,y,"Transit signal priority along the Fruitvale Avenue corridor; named street, changes how it works."
oakland-238367,2026-07-16 *Rules & Legislation Committee,3.12,26-0876,action,,,"Subject: Reimbursement Resolution, General Obligation Bonds From: Finance Department Recommendation: Adopt A Resolution Declaring The City Council’s Official Intent To Reimburse Certain Expenditures From Proceeds Of Obligations For Project Costs In Connection With Oakland Trust For Clean Water And Safe Parks (Measure DD), Affordable Housing And Infrastructure (Measure KK), And 2022 Affordable Housing And Infrastructure Bond (Measure U)",n,Duplicate technical bond reimbursement resolution.
oakland-238244,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,6.14,26-0877,consent,8750 Mountain Boulevard,,"Subject: Final Tract Map No. 8697 Subdivision Map (Oak Knoll Parcel 9) And Final Tract Map No. 8698 Subdivision Map (Oak Knoll Parcel 10) From: Department Of Transportation Recommendation: Adopt The Following Pieces Of Legislation: 1) A Resolution Conditionally Approving A Final Map For Tract No. 8697, Located At 8750 Mountain Boulevard (Oak Knoll Project Phase 1 Parcel 9), For A 35-Lot Subdivision Within Parcel 9 Of Tract 8320 As Part Of Property Owned By Oak Knoll Venture Acquisition, LLC; And Adopting Appropriate California Environmental Quality Act (CEQA) Findings; And",y,"Approves subdivision maps for Oak Knoll parcels at 8750 Mountain Boulevard, and it is on consent, so it passes silently."
oakland-238422,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,S6.34,26-0805,action,,20881650,"Subject: Broadway Streetscape Improvements Construction Contract Award From: Department Of Transportation Recommendation: Adopt A Resolution (1) Awarding A Construction Contract To McGuire And Hester For The Broadway Streetscape Improvements Project Number 1006953, The Lowest Responsive And Responsible Bidder In Accord With Project Plans, Specifications, State Requirements, And With Contractor’s Bid In The Amount Of Twenty Million Eight Hundred Eighty-One Thousand Six Hundred Fifty Dollars ($20,881,650.00) And (2) Adopting Appropriate California Environmental Quality Act Findings",y,Duplicate Broadway streetscape construction award.
oakland-238016,2026-07-14 *Finance & Management Committee,3,26-0824,action,,202500,"Subject: Grant Funds From The Oakland Fund For The Purposes Of A Technology Audit From: Office Of The Mayor Recommendation: Adopt A Resolution To Accept And Appropriate Grant Funds From The Oakland Fund In An Amount Not To Exceed Two Hundred And Two Thousand Five Hundred Dollars ($202,500) For A Comprehensive Independent Audit Of The City Of Oakland's Technology Systems",n,Grant funding an internal technology audit.
oakland-238377,2026-07-16 *Rules & Legislation Committee,3.22,26-0814,action,,10000000,"Subject: Chapter 8 Tax Sale Authorization From: Housing And Community Development Department Recommendation: Adopt The Following Pieces Of Legislation: 1) A Resolution (1) Authorizing The City Administrator To Remove Delinquent City Of Oakland Code Enforcement Liens And Unliened Fees, Costs, Assessments And Civil Penalties On Certain Tax Defaulted Properties, For A Period Of Four Years, To Facilitate The Development Of These Properties Into Affordable Housing Via Alameda County’s Chapter 8 Tax Sale Program, And (2) Limiting The Aggregate Amount Of Liens Removed Pursuant To This Authorization To A Nominal Value Not To Exceed Ten Million ($10,000,000) Dollars, And (3) Acknowledging The Transmutation Of These Code Enforcement Liens, Et. Al. Into Prorated Chapter 8 Sales Proceeds That Will Be Paid To The City Of Oakland; And",y,Authorises a tax sale and lien removal on delinquent properties; changes who owns specific parcels.
oakland-238401,2026-07-14 * Public Works And Transportation Committee,,26-0861,informational,,,"Subject: 2025 Safe Oakland Streets Informational Report From: Department Of Transportation Recommendation: Receive The 2025 Safe Oakland Streets (SOS) Annual Informational Report From The Department Of Transportation, In Coordination With The Oakland Police Department, The Department Of Race And Equity, And The City Administrator’s Office",y,Annual traffic safety report; collisions and street design are direct neighbourhood concerns.
oakland-238366,2026-07-16 *Rules & Legislation Committee,3.11,26-0875,action,,12399039,"Subject: Parking Operator Contract Extension From: Department Of Transportation Recommendation: Adopt A Resolution Authorizing The City Administrator To Amend The Professional Services Agreement With City Of Oakland Parking Partners For Operation And Management Of Municipal Parking Facilities To Extend The Term For Up To Three Years, Including A Two-Year Extension And An Optional Month-To-Month Extension For Up To One Additional Year, For A Total Amount Not To Exceed Twelve Million Three Hundred Ninety-Nine Thousand Thirty-Nine Dollars ($12,399,039); Waiving The Competitive Request For Proposals/Qualifications Requirement Under Oakland Municipal Code Section 2.04.051.B; And Adopting California Environmental Quality Act Exemption Findings",n,Extends the municipal parking operator contract; administration with no service change.
oakland-238440,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,S6.48,26-0858,action,,,"Subject: Apricot 2026 Annual Report And Amended Use Policy From: Department Of Violence Prevention Recommendation: Adopt A Resolution Accepting The Department Of Violence Prevention’s 2026 Apricot Annual Report And Approving The Amended Apricot Use Policy As Approved By The Privacy Advisory Commission On June 4, 2026",n,Duplicate internal data-system use policy.
oakland-238372,2026-07-16 *Rules & Legislation Committee,3.17,26-0865,action,7101 Edgewater Drive,750000,"Subject: $750,000 Bay Area Air Quality Management District Grant From: Oakland Public Works Department Recommendation: Adopt A Resolution: (1) Accepting And Appropriating A Reimbursement Grant From The Bay Area Air Quality Management District Transportation Fund For Clean Air / Charge! Program In An Amount Not To Exceed Seven Hundred Fifty Thousand Dollars ($750,000) For Eligible Costs Associated With The Installation Of Fifteen (15) Two-Port Direct Current Fast Electric Vehicle Charging Stations, For A Total Of Thirty (30) Charging Ports, At The City’s Maintenance Service Center, 7101 Edgewater Drive, Oakland; (2) Authorizing The City Administrator To Execute The Grant Agreement And Related Documents; And (3) Adopting California Environmental Quality Act Exemption Findings",y,Duplicate EV charging grant at a named site.
oakland-238411,2026-07-16 *Rules & Legislation Committee,3.2,26-0915,action,,411295,"Subject: Contract Agreement For James Beere As Oakland Police Chief From: Office Of The Mayor And The City Administrator's Office Recommendation: Adopt A Resolution Authorizing The City Administrator To Execute An Employment Agreement Between The City Of Oakland And The Chief Of Police, James Beere, For A Total Annual Compensation Of $411,294.96, Which Includes An Annual Salary Of $358,839.96 And Premium Pay Provided Under The Memorandum Of Understanding Between The City Of Oakland And The Oakland Police Management Association In The Amount Of $51,255 And A Uniform Allowance In The Amount Of $1,200, As Well As Either An Auto Allowance Of $750.00 Per Month Or Use Of A City Vehicle [TITLE CHANGE]",n,Employment contract for the police chief; personnel.
oakland-238380,2026-07-16 *Rules & Legislation Committee,,26-0827,action,,40000,"2) An Ordinance Authorizing The Forgiveness Of Outstanding And Future Rent Balances In An Amount Of Up To $40,000 For Seminary Point, LLC, Pursuant To A Ground Lease With The City, Contingent On The Sale Or Transfer of The Leasehold Interest In The Property To A Qualified Purchaser; And Making California Environmental Quality Act Findings",y,Duplicate Seminary Point rent forgiveness; site-specific.
oakland-238238,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,6.12,26-0728,consent,Wood Street,,"Subject: 2026 Miscellaneous Planning Code Amendments From: Planning And Building Department Recommendation: Adopt An Ordinance As Recommended By The Planning Commission, Amending Title 17 Of The Oakland Municipal Code (Oakland Planning Code): (1) Updating The Accessory Dwelling Unit Regulations For Consistency With State Law And Providing Written Findings Pursuant To Government Code 66326(b); (2) Revising Discontinuance Standards For Nonconforming Activities; (3) Removing Applicability Of S-10 Scenic Route Combining Zone Discretionary Standards To Ministerial Design Review; (4) Permitting Recreational Assembly Activities In The Wood Street D-WS-9 Zone; (5) Revising Minimum Front Setback In D-CO-2 Zone; (6) Removing A Review Deadline From Development Agreement Procedure In Section 17.138.030; (7) Revising Utility Screening Standards In Section 17.124.045; (8) Incorporating Conforming And Clerical Revisions; And (9) Making Appropriate California Environmental Quality Act Findings",y,Amends the Planning Code including accessory dwelling unit rules; changes what neighbours can build on their own lots.
oakland-238254,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,,26-0904,action,,,"2) A Resolution Rejecting The Police Commission Selection Panel’s Slate Of Two Commissioners, Ricardo Garcia-Acosta And Joey Harrison, To Serve On The Oakland Police Commission",n,Alternative resolution on a commission appointment; personnel.
oakland-238246,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,6.15,26-0881,consent,,,"Subject: Bay Area Urban Areas Security Initiative 2025-2030 Memorandum Of Understanding From: Oakland Fire Department Recommendation: Adopt A Resolution Authorizing The City Administrator To Enter Into A Governance Memorandum Of Understanding With The Bay Area Urban Areas Security Initiative (BAUASI) Approval Authority, Which Will Provide Overall Governance Of The UASI Grant Program As Well As Other Grant Programs Under The Jurisdiction Of The Approval Authority Across The Bay Area Region Effective December 1, 2025 Through November 30, 2030",n,Regional security governance MOU; no local action.
oakland-238195,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,6.4,26-0892,consent,,,Subject: Declaration Of A Local Emergency On Homelessness From: Office Of The Council President Recommendation: Adopt A Resolution Renewing And Continuing The City Council's Declaration Of A Local Emergency Due To The Existence Of The City’s Homelessness Crisis,n,Routine renewal of a standing emergency declaration.
oakland-238442,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,S6.50,26-0856,action,,324324,"Subject: OPD FY 2025 Edward Byrne Memorial Justice Assistance Grant From: Oakland Police Department Recommendation: Adopt A Resolution Authorizing The City Administrator To Apply For, Accept, And Appropriate Edward Byrne Memorial Justice Assistance Grant (JAG) Funds Up To Three Hundred Twenty-Four Thousand, Three Hundred Twenty-Four Dollars ($324,324.00) For The Fiscal Year 2025 Grant Award Period Of October 1, 2025 Through September 30, 2028, To Support Department-Wide Training, Equipment, Technology, And Operational Enhancements",n,Duplicate police grant acceptance; internal operations.
oakland-238385,2026-07-16 *Rules & Legislation Committee,3.28,26-0850,action,,5650302,"Subject: HUD Continuum Of Care Programs From: Human Services Department Recommendation: Adopt A Resolution (1) Accepting, Appropriating, And Authorizing Agreements For The Receipt Of Continuum Of Care (COC) Supportive Housing Program Renewal Funds From The U.S. Department Of Housing And Urban Development (HUD) In An Amount Not To Exceed $5,650,302; And (2) Awarding And/Or Amending The Grant Agreements To The Non-Profit Agencies, For The Terms, And In The Amounts Identified In Table 1 Using COC Funds And Other State And Local Funds; And (3) Authorizing The City Administrator To Identify Backup Funding From State And Local Sources That Have Been Appropriated For Homelessness Programs, And To Allocate Or Re-Allocate Such Funds To The Programs Identified In Table 1 To Continue Operation Through The Grant Terms In The Event COC Funding Is Delayed; And (4) Accepting And Appropriating Additional COC Funds That Become Available For The Same Purposes Within Both FY 2026-2027 And FY 2027-2028 And Authorizing The City Administrator To Amend The Grant Agreements To Adjust The Grant Terms And Amounts Within The Limits Of The Awards",y,$5.65M renewal of HUD supportive housing funding; keeps local homeless housing running.
oakland-237788,2026-07-14 * Public Works And Transportation Committee,2,26-0836,unknown,,,Determination Of Schedule Of Outstanding Committee Items,n,Committee scheduling housekeeping.
oakland-238365,2026-07-16 *Rules & Legislation Committee,3.10,26-0828,informational,,,Subject: FY 2025-2028 Citywide Strategic Plan One-Year Update From: Office Of The City Administrator Recommendation: Receive An Informational Report From The City Administrator On The FY 2025-2028 Citywide Strategic Plan One-Year Update,n,Duplicate citywide strategic plan update.
oakland-238417,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,S6.31,26-0807,action,AC Transit Fruitvale Avenue; Fruitvale,,Subject: AC Transit Fruitvale Avenue Cooperation Agreement From: Department Of Transportation Recommendation: Adopt A Resolution Authorizing The City Administrator To Execute An Inter-Governmental Cooperation Agreement With The Alameda-Contra Costa Transit District (AC Transit) For The Fruitvale Avenue Transit Signal Priority Project And Adopting Appropriate California Environmental Quality Act Findings,y,Duplicate Fruitvale Avenue transit agreement; named corridor.
oakland-238252,2026-07-21 * Concurrent Meeting of the Oakland Redevelopment,6.21,26-0899,consent,,,"Subject: Resolution In Support Of SB 954 (Blakespear) From: Councilmembers Wang And Brown Recommendation: Adopt A Resolution In Support of SB 954 (Blakespear), A Bill Changing The Non-Housing California Environmental Quality Act (CEQA) Exemption",n,Position letter on a state CEQA bill; no local action.
